No.,Time,Source,Destination,Protocol,Length,Info,Class
44,7.397990,10.10.10.37,224.0.0.22,9,62,"Membership Report / Join group 224.0.0.252 for any sources / Join group 224.0.0.251 for any sources",0
45,7.419391,10.10.10.37,239.255.255.250,3,192,"NOTIFY * HTTP/1.1 ",0
46,7.419414,10.10.10.37,239.255.255.250,3,192,"NOTIFY * HTTP/1.1 ",0
47,7.419655,10.10.10.37,239.255.255.250,3,179,"NOTIFY * HTTP/1.1 ",0
48,7.419678,10.10.10.37,239.255.255.250,3,179,"NOTIFY * HTTP/1.1 ",0
49,7.419757,10.10.10.37,239.255.255.250,3,238,"NOTIFY * HTTP/1.1 ",0
50,7.419769,10.10.10.37,239.255.255.250,3,238,"NOTIFY * HTTP/1.1 ",0
51,7.419914,10.10.10.37,239.255.255.250,3,240,"NOTIFY * HTTP/1.1 ",0
52,7.419924,10.10.10.37,239.255.255.250,3,240,"NOTIFY * HTTP/1.1 ",0
53,7.420076,10.10.10.37,239.255.255.250,3,179,"NOTIFY * HTTP/1.1 ",0
54,7.420100,10.10.10.37,239.255.255.250,3,179,"NOTIFY * HTTP/1.1 ",0
55,7.431517,10.10.10.37,239.255.255.250,3,192,"NOTIFY * HTTP/1.1 ",0
56,7.431538,10.10.10.37,239.255.255.250,3,192,"NOTIFY * HTTP/1.1 ",0
57,7.431665,10.10.10.37,239.255.255.250,3,179,"NOTIFY * HTTP/1.1 ",0
58,7.431674,10.10.10.37,239.255.255.250,3,179,"NOTIFY * HTTP/1.1 ",0
59,7.431817,10.10.10.37,239.255.255.250,3,238,"NOTIFY * HTTP/1.1 ",0
60,7.431826,10.10.10.37,239.255.255.250,3,238,"NOTIFY * HTTP/1.1 ",0
61,7.432026,10.10.10.37,239.255.255.250,3,240,"NOTIFY * HTTP/1.1 ",0
62,7.432050,10.10.10.37,239.255.255.250,3,240,"NOTIFY * HTTP/1.1 ",0
63,7.432075,10.10.10.37,239.255.255.250,3,179,"NOTIFY * HTTP/1.1 ",0
64,7.432082,10.10.10.37,239.255.255.250,3,179,"NOTIFY * HTTP/1.1 ",0
65,7.432271,10.10.10.37,239.255.255.250,3,279,"NOTIFY * HTTP/1.1 ",0
66,7.432281,10.10.10.37,239.255.255.250,3,279,"NOTIFY * HTTP/1.1 ",0
67,7.432431,10.10.10.37,239.255.255.250,3,283,"NOTIFY * HTTP/1.1 ",0
68,7.432440,10.10.10.37,239.255.255.250,3,283,"NOTIFY * HTTP/1.1 ",0
69,7.432581,10.10.10.37,239.255.255.250,3,279,"NOTIFY * HTTP/1.1 ",0
70,7.432586,10.10.10.37,239.255.255.250,3,279,"NOTIFY * HTTP/1.1 ",0
71,7.432741,10.10.10.37,239.255.255.250,3,283,"NOTIFY * HTTP/1.1 ",0
72,7.432746,10.10.10.37,239.255.255.250,3,283,"NOTIFY * HTTP/1.1 ",0
73,7.432898,10.10.10.37,239.255.255.250,3,266,"NOTIFY * HTTP/1.1 ",0
74,7.432902,10.10.10.37,239.255.255.250,3,266,"NOTIFY * HTTP/1.1 ",0
75,7.433061,10.10.10.37,239.255.255.250,3,266,"NOTIFY * HTTP/1.1 ",0
76,7.433066,10.10.10.37,239.255.255.250,3,266,"NOTIFY * HTTP/1.1 ",0
77,7.433230,10.10.10.37,239.255.255.250,3,266,"NOTIFY * HTTP/1.1 ",0
78,7.433239,10.10.10.37,239.255.255.250,3,266,"NOTIFY * HTTP/1.1 ",0
79,7.433380,10.10.10.37,239.255.255.250,3,266,"NOTIFY * HTTP/1.1 ",0
80,7.433386,10.10.10.37,239.255.255.250,3,266,"NOTIFY * HTTP/1.1 ",0
81,7.433552,10.10.10.37,239.255.255.250,3,325,"NOTIFY * HTTP/1.1 ",0
82,7.433556,10.10.10.37,239.255.255.250,3,325,"NOTIFY * HTTP/1.1 ",0
83,7.433721,10.10.10.37,239.255.255.250,3,306,"NOTIFY * HTTP/1.1 ",0
84,7.433725,10.10.10.37,239.255.255.250,3,306,"NOTIFY * HTTP/1.1 ",0
85,7.433891,10.10.10.37,239.255.255.250,3,325,"NOTIFY * HTTP/1.1 ",0
86,7.433896,10.10.10.37,239.255.255.250,3,325,"NOTIFY * HTTP/1.1 ",0
87,7.434035,10.10.10.37,239.255.255.250,3,306,"NOTIFY * HTTP/1.1 ",0
88,7.434040,10.10.10.37,239.255.255.250,3,306,"NOTIFY * HTTP/1.1 ",0
89,7.434203,10.10.10.37,239.255.255.250,3,327,"NOTIFY * HTTP/1.1 ",0
90,7.434207,10.10.10.37,239.255.255.250,3,327,"NOTIFY * HTTP/1.1 ",0
91,7.434389,10.10.10.37,239.255.255.250,3,307,"NOTIFY * HTTP/1.1 ",0
92,7.434392,10.10.10.37,239.255.255.250,3,307,"NOTIFY * HTTP/1.1 ",0
93,7.438714,10.10.10.37,224.0.0.22,9,62,"Membership Report / Join group 239.255.255.250 for any sources / Join group 224.0.0.252 for any sources",0
94,7.438724,10.10.10.37,224.0.0.22,9,62,"Membership Report / Join group 239.255.255.250 for any sources / Join group 224.0.0.252 for any sources",0
95,7.441486,10.10.10.37,239.255.255.250,3,327,"NOTIFY * HTTP/1.1 ",0
96,7.441509,10.10.10.37,239.255.255.250,3,327,"NOTIFY * HTTP/1.1 ",0
97,7.441572,10.10.10.37,239.255.255.250,3,307,"NOTIFY * HTTP/1.1 ",0
98,7.441579,10.10.10.37,239.255.255.250,3,307,"NOTIFY * HTTP/1.1 ",0
99,7.474740,10.10.10.37,224.0.0.251,6,221,"Standard query response 0x0000 A, cache flush 10.10.10.37 SRV, cache flush 0 0 80 dcs-935l5b0e.local TXT, cache flush PTR _http._tcp.local PTR D-Link DCS-935L Configuration Utility._http._tcp.local",0
100,7.474763,10.10.10.37,224.0.0.251,6,221,"Standard query response 0x0000 A, cache flush 10.10.10.37 SRV, cache flush 0 0 80 dcs-935l5b0e.local TXT, cache flush PTR _http._tcp.local PTR D-Link DCS-935L Configuration Utility._http._tcp.local",0
101,7.727934,10.10.10.37,224.0.0.251,6,205,"Standard query response 0x0000 SRV, cache flush 0 0 80 dcs-935l.local TXT, cache flush PTR _http._tcp.local PTR D-Link DCS-935L Configuration Utility (2)._http._tcp.local",0
102,7.727954,10.10.10.37,224.0.0.251,6,205,"Standard query response 0x0000 SRV, cache flush 0 0 80 dcs-935l.local TXT, cache flush PTR _http._tcp.local PTR D-Link DCS-935L Configuration Utility (2)._http._tcp.local",0
103,7.844771,10.10.10.37,10.10.10.1,-1,74,"Standard query 0x0002 A ntp1.dlink.com",0
104,7.844865,10.10.10.1,10.10.10.37,-1,106,"Standard query response 0x0002 A ntp1.dlink.com A 54.86.11.193 A 54.186.215.173",0
105,7.851093,10.10.10.37,54.86.11.193,-1,90,"NTP Version 3, client",0
106,7.947987,54.86.11.193,10.10.10.37,-1,90,"NTP Version 3, server",0
107,8.027867,10.10.10.37,224.0.0.251,6,221,"Standard query response 0x0000 A, cache flush 10.10.10.37 SRV, cache flush 0 0 80 dcs-935l.local TXT, cache flush PTR _http._tcp.local PTR D-Link DCS-935L Configuration Utility (2)._http._tcp.local",0
108,8.027889,10.10.10.37,224.0.0.251,6,221,"Standard query response 0x0000 A, cache flush 10.10.10.37 SRV, cache flush 0 0 80 dcs-935l.local TXT, cache flush PTR _http._tcp.local PTR D-Link DCS-935L Configuration Utility (2)._http._tcp.local",0
109,8.030590,10.10.10.37,224.0.0.251,6,411,"Standard query response 0x0000 A, cache flush 10.10.10.37 PTR, cache flush DCS-935L-B0C554255B0E.local SRV, cache flush 0 0 80 DCS-935L-B0C554255B0E.local TXT, cache flush PTR _dhnap._tcp.local PTR D-Link HNAP Service._dhnap._tcp.local",0
110,8.030611,10.10.10.37,224.0.0.251,6,411,"Standard query response 0x0000 A, cache flush 10.10.10.37 PTR, cache flush DCS-935L-B0C554255B0E.local SRV, cache flush 0 0 80 DCS-935L-B0C554255B0E.local TXT, cache flush PTR _dhnap._tcp.local PTR D-Link HNAP Service._dhnap._tcp.local",0
111,8.030745,10.10.10.37,224.0.0.251,6,221,"Standard query response 0x0000 A, cache flush 10.10.10.37 SRV, cache flush 0 0 80 dcs-935l5b0e.local TXT, cache flush PTR _http._tcp.local PTR D-Link DCS-935L Configuration Utility._http._tcp.local",0
112,8.030754,10.10.10.37,224.0.0.251,6,221,"Standard query response 0x0000 A, cache flush 10.10.10.37 SRV, cache flush 0 0 80 dcs-935l5b0e.local TXT, cache flush PTR _http._tcp.local PTR D-Link DCS-935L Configuration Utility._http._tcp.local",0
113,10.959317,10.10.10.28,10.10.10.37,0,74,"48910  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=703325 TSecr=0 WS=64",0
114,10.965610,10.10.10.37,10.10.10.28,0,74,"80  >  48910 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=4294950751 TSecr=703325 WS=2",0
115,10.966881,10.10.10.28,10.10.10.37,0,66,"48910  >  80 [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=703327 TSecr=4294950751",0
116,10.968391,10.10.10.28,10.10.10.37,-1,759,"POST /HNAP1/ HTTP/1.1 ",0
117,10.978996,10.10.10.37,10.10.10.28,0,66,"80  >  48910 [ACK] Seq=1 Ack=694 Win=7178 Len=0 TSval=4294950752 TSecr=703327",0
118,11.033849,10.10.10.37,10.10.10.28,-1,732,"HTTP/1.1 200 OK ",0
119,11.034197,10.10.10.37,10.10.10.28,0,66,"80  >  48910 [FIN, ACK] Seq=667 Ack=694 Win=7178 Len=0 TSval=4294950757 TSecr=703327",0
120,11.037572,10.10.10.28,10.10.10.37,0,66,"48910  >  80 [ACK] Seq=694 Ack=667 Win=88960 Len=0 TSval=703334 TSecr=4294950757",0
121,11.038823,10.10.10.28,10.10.10.37,0,66,"48910  >  80 [FIN, ACK] Seq=694 Ack=668 Win=88960 Len=0 TSval=703334 TSecr=4294950757",0
122,11.044119,10.10.10.37,10.10.10.28,0,66,"80  >  48910 [ACK] Seq=668 Ack=695 Win=7178 Len=0 TSval=4294950759 TSecr=703334",0
123,11.053641,10.10.10.28,10.10.10.37,0,74,"53619  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=703336 TSecr=0 WS=64",0
124,11.059671,10.10.10.37,10.10.10.28,0,74,"80  >  53619 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=4294950760 TSecr=703336 WS=2",0
125,11.060870,10.10.10.28,10.10.10.37,0,66,"53619  >  80 [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=703337 TSecr=4294950760",0
126,11.062351,10.10.10.28,10.10.10.37,-1,869,"POST /HNAP1/ HTTP/1.1 ",0
127,11.069876,10.10.10.37,10.10.10.28,0,66,"80  >  53619 [ACK] Seq=1 Ack=804 Win=7398 Len=0 TSval=4294950761 TSecr=703337",0
128,11.266755,10.10.10.37,10.10.10.28,-1,624,"HTTP/1.1 200 OK ",0
129,11.269016,10.10.10.37,10.10.10.28,0,66,"80  >  53619 [FIN, ACK] Seq=559 Ack=804 Win=7398 Len=0 TSval=4294950781 TSecr=703337",0
130,11.273468,10.10.10.28,10.10.10.37,0,66,"53619  >  80 [ACK] Seq=804 Ack=559 Win=88768 Len=0 TSval=703358 TSecr=4294950781",0
131,11.274752,10.10.10.28,10.10.10.37,0,66,"53619  >  80 [FIN, ACK] Seq=804 Ack=560 Win=88768 Len=0 TSval=703358 TSecr=4294950781",0
132,11.280366,10.10.10.37,10.10.10.28,0,66,"80  >  53619 [ACK] Seq=560 Ack=805 Win=7398 Len=0 TSval=4294950782 TSecr=703358",0
133,11.453627,10.10.10.37,239.255.255.250,3,327,"NOTIFY * HTTP/1.1 ",0
134,11.453645,10.10.10.37,239.255.255.250,3,327,"NOTIFY * HTTP/1.1 ",0
135,11.461322,10.10.10.37,239.255.255.250,3,307,"NOTIFY * HTTP/1.1 ",0
136,11.461345,10.10.10.37,239.255.255.250,3,307,"NOTIFY * HTTP/1.1 ",0
137,11.468909,10.10.10.37,239.255.255.250,3,327,"NOTIFY * HTTP/1.1 ",0
138,11.468932,10.10.10.37,239.255.255.250,3,327,"NOTIFY * HTTP/1.1 ",0
139,11.476256,10.10.10.37,239.255.255.250,3,307,"NOTIFY * HTTP/1.1 ",0
140,11.476279,10.10.10.37,239.255.255.250,3,307,"NOTIFY * HTTP/1.1 ",0
141,11.485904,10.10.10.37,239.255.255.250,3,325,"NOTIFY * HTTP/1.1 ",0
142,11.485926,10.10.10.37,239.255.255.250,3,325,"NOTIFY * HTTP/1.1 ",0
143,11.495074,10.10.10.37,239.255.255.250,3,306,"NOTIFY * HTTP/1.1 ",0
144,11.495095,10.10.10.37,239.255.255.250,3,306,"NOTIFY * HTTP/1.1 ",0
145,11.497880,10.10.10.37,239.255.255.250,3,325,"NOTIFY * HTTP/1.1 ",0
146,11.497904,10.10.10.37,239.255.255.250,3,325,"NOTIFY * HTTP/1.1 ",0
147,11.503006,10.10.10.37,239.255.255.250,3,306,"NOTIFY * HTTP/1.1 ",0
148,11.503026,10.10.10.37,239.255.255.250,3,306,"NOTIFY * HTTP/1.1 ",0
149,11.505589,10.10.10.37,239.255.255.250,3,279,"NOTIFY * HTTP/1.1 ",0
150,11.505610,10.10.10.37,239.255.255.250,3,279,"NOTIFY * HTTP/1.1 ",0
151,11.511833,10.10.10.37,239.255.255.250,3,283,"NOTIFY * HTTP/1.1 ",0
152,11.511844,10.10.10.37,239.255.255.250,3,283,"NOTIFY * HTTP/1.1 ",0
153,11.514421,10.10.10.37,239.255.255.250,3,279,"NOTIFY * HTTP/1.1 ",0
154,11.514439,10.10.10.37,239.255.255.250,3,279,"NOTIFY * HTTP/1.1 ",0
155,11.519131,10.10.10.37,239.255.255.250,3,283,"NOTIFY * HTTP/1.1 ",0
156,11.519140,10.10.10.37,239.255.255.250,3,283,"NOTIFY * HTTP/1.1 ",0
157,11.521659,10.10.10.37,239.255.255.250,3,266,"NOTIFY * HTTP/1.1 ",0
158,11.521669,10.10.10.37,239.255.255.250,3,266,"NOTIFY * HTTP/1.1 ",0
159,11.526305,10.10.10.37,239.255.255.250,3,266,"NOTIFY * HTTP/1.1 ",0
160,11.526314,10.10.10.37,239.255.255.250,3,266,"NOTIFY * HTTP/1.1 ",0
161,11.528836,10.10.10.37,239.255.255.250,3,266,"NOTIFY * HTTP/1.1 ",0
162,11.528846,10.10.10.37,239.255.255.250,3,266,"NOTIFY * HTTP/1.1 ",0
163,11.542911,10.10.10.37,239.255.255.250,3,266,"NOTIFY * HTTP/1.1 ",0
164,11.542931,10.10.10.37,239.255.255.250,3,266,"NOTIFY * HTTP/1.1 ",0
165,11.968296,10.10.10.37,255.255.255.255,2,359,"62976  >  62976 Len=317",0
166,11.968333,10.10.10.37,255.255.255.255,2,359,"62976  >  62976 Len=317",0
167,12.840171,10.10.10.37,224.0.0.22,9,54,"Membership Report / Join group 239.255.255.250 for any sources",0
168,12.840194,10.10.10.37,224.0.0.22,9,54,"Membership Report / Join group 239.255.255.250 for any sources",0
169,13.353750,10.10.10.37,10.10.10.1,-1,78,"Standard query 0x0002 A signal.mydlink.com",0
170,13.879982,10.10.10.1,10.10.10.37,-1,544,"Standard query response 0x0002 A signal.mydlink.com CNAME signal.auto.mydlink.com A 52.8.178.58 A 52.8.232.208 A 52.9.16.35 A 52.17.177.126 A 52.17.248.50 A 52.18.83.30 A 54.193.40.55 A 54.193.40.248 A 54.193.41.31 A 54.193.108.172 A 54.194.162.25 A 54.194.162.61 A 54.229.64.81 A 54.238.186.67 A 54.238.198.198 A 52.8.35.241 A 52.8.79.180 A 52.8.86.161 NS ns-856.awsdns-43.net NS ns-2011.awsdns-59.co.uk NS ns-83.awsdns-10.com NS ns-1264.awsdns-30.org A 205.251.192.83",0
171,13.888103,10.10.10.37,52.8.178.58,0,74,"41472  >  443 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=4294951043 TSecr=0 WS=2",0
172,14.053823,52.8.178.58,10.10.10.37,0,74,"443  >  41472 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1380 SACK_PERM=1 TSval=245689437 TSecr=4294951043 WS=512",0
173,14.058879,10.10.10.37,52.8.178.58,0,66,"41472  >  443 [ACK] Seq=1 Ack=1 Win=5840 Len=0 TSval=4294951060 TSecr=245689437",0
174,14.127742,10.10.10.37,52.8.178.58,-1,193,"Client Hello",0
175,14.293580,52.8.178.58,10.10.10.37,0,66,"443  >  41472 [ACK] Seq=1 Ack=128 Win=6144 Len=0 TSval=245689461 TSecr=4294951067",0
176,14.293983,52.8.178.58,10.10.10.37,-1,1434,"Server Hello",0
177,14.294001,52.8.178.58,10.10.10.37,0,1434,"443  >  41472 [ACK] Seq=1369 Ack=128 Win=6144 Len=1368 TSval=245689461 TSecr=4294951067 [TCP segment of a reassembled PDU]",0
178,14.302937,10.10.10.37,52.8.178.58,0,66,"41472  >  443 [ACK] Seq=128 Ack=1369 Win=8576 Len=0 TSval=4294951084 TSecr=245689461",0
179,14.304478,10.10.10.37,52.8.178.58,0,66,"41472  >  443 [ACK] Seq=128 Ack=2737 Win=11312 Len=0 TSval=4294951085 TSecr=245689461",0
180,14.468218,52.8.178.58,10.10.10.37,-1,840,"Certificate, Server Hello Done",0
181,14.474012,10.10.10.37,52.8.178.58,0,66,"41472  >  443 [ACK] Seq=128 Ack=3511 Win=14048 Len=0 TSval=4294951102 TSecr=245689479",0
182,14.509186,10.10.10.37,52.8.178.58,-1,392,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message",0
183,14.677781,52.8.178.58,10.10.10.37,-1,125,"Change Cipher Spec, Encrypted Handshake Message",0
184,14.721804,10.10.10.37,52.8.178.58,0,66,"41472  >  443 [ACK] Seq=454 Ack=3570 Win=14048 Len=0 TSval=4294951127 TSecr=245689500",0
185,14.744326,10.10.10.37,52.8.178.58,-1,220,"Application Data, Application Data",0
186,14.910557,52.8.178.58,10.10.10.37,-1,220,"Application Data, Application Data",0
187,14.950946,10.10.10.37,52.8.178.58,0,66,"41472  >  443 [ACK] Seq=608 Ack=3724 Win=14048 Len=0 TSval=4294951150 TSecr=245689523",0
188,15.032121,10.10.10.37,52.8.178.58,-1,172,"Application Data, Application Data",0
189,15.203069,52.8.178.58,10.10.10.37,-1,268,"Application Data, Application Data",0
190,15.261243,10.10.10.37,52.8.178.58,0,66,"41472  >  443 [ACK] Seq=714 Ack=3926 Win=14048 Len=0 TSval=4294951181 TSecr=245689552",0
